"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH","Tipo de UH"," Programa"," Logradouro"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00","id"
"195","Funciona","POINT (-47.0258333333333 -24.3152777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DAS QUARESMEIRAS (SERRA DO MAR)"," "," 64"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 7 ESQ RUA 36 - QD 11 - LOT STA IZABEL - PERUIBE/SP"," "," "," LOT SANTA IZABEL - PERUIBE/SP"," "," PERUÍBE"," 3537602"," RMBS"," 0294064-66"," 09/04/2010 00","00",195
"196","Funciona","POINT (-47.025 -24.3158333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DAS FIGUEIRAS (SERRA DO MAR)"," "," 88"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 8 ESQ RUA 32 - QD 13 - LOT STA IZABEL - PERUIBE/SP"," "," "," LOT SANTA IZABEL - PERUIBE/SP"," "," PERUÍBE"," 3537602"," RMBS"," 0294065-71"," 09/04/2010 00","00",196
"197","Funciona","POINT (-46.5998803683913 -23.1286889282286)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JERONIMO DE CAMARGO - CONDOMINIO 02                         "," "," 360"," "," FAR"," GERONIMO DE CAMARGO, CAETETUBA                              "," "," "," "," "," Atibaia "," 350410"," RMSP"," "," 28/12/2012 00","00",197
"198","Funciona","POINT (-47.0244444444444 -24.3158333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DOS MANACAS (SERRA DO MAR)"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 9 ESQ RUA 32 - QD 16 - LOT STA IZABEL - PERUIBE/SP"," "," "," LOT SANTA IZABEL - PERUIBE/SP"," "," PERUÍBE"," 3537602"," RMBS"," 0294067-99"," 09/04/2010 00","00",198
"199","Funciona","POINT (-47.0247222222222 -24.3169444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DOS JEQUITIBAS (SERRA DO MAR)"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 9 ESQ RUA 36 - QD 17 - LOT STA IZABEL - PERUIBE/SP"," "," "," LOT SANTA IZABEL - PERUIBE/SP"," "," PERUÍBE"," 3537602"," RMBS"," 0294068-02"," 09/04/2010 00","00",199
"200","Funciona","POINT (-47.4600000004445 -23.5788890004729)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VILA PEDROSO II - MCMV/PAC                                  "," ASSINADO"," 160"," "," FAR - Urbanização"," "," "," RUA VICTORIO POLLI S/N                                      "," "," "," VOTORANTIM"," 3557006"," ESP"," 36411341"," 30/03/2012 00","00",200
"201","Funciona","POINT (-47.4597220004447 -23.5755560004731)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VILA PEDROSO III - MCMV/PAC                                 "," ASSINADO"," 100"," "," FAR - Urbanização"," "," "," RUA JESUINO CUSTODIO MENDES, S/N                            "," "," "," VOTORANTIM"," 3557006"," ESP"," 35780244"," 02/03/2012 00","00",201
"202","Funciona","POINT (-47.4458330004466 -23.5561110004753)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VOTOCEL - MCMV/PAC                                          "," ASSINADO"," 260"," "," FAR - Urbanização"," "," "," RUA FRANCISCO NUNES MENDES                                  "," "," "," VOTORANTIM"," 3557006"," ESP"," 36413050"," 31/05/2012 00","00",202
"203","Funciona","POINT (-47.4263890004491 -23.5311110004781)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VILA GARCIA I - MCMV/PAC                                    "," ASSINADO"," 160"," "," FAR - Urbanização"," "," "," RUA 27 DE MARCO X ISABEL F COELHO S/N                       "," "," "," VOTORANTIM"," 3557006"," ESP"," 36411789"," 20/04/2012 00","00",203
"204","Funciona","POINT (-47.4275000004491 -23.5305560004781)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VILA GARCIA II - MCMV/PAC                                   "," ASSINADO"," 160"," "," FAR - Urbanização"," "," "," AV. IZABEL FERREIRA COELHO, S/N                             "," "," "," VOTORANTIM"," 3557006"," ESP"," 36411906"," 27/04/2012 00","00",204
"205","Funciona","POINT (-47.1705560005064 -22.8144440005419)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM DAS ESTANCIAS                            "," ASSINADO"," 2396"," "," FAR"," "," "," AV. EMILIO BOSCO - CONJ. HABITACIONAL ESTANCIAS             "," "," "," SUMARÉ"," 3552403"," RMC"," 33992092"," 30/03/2012 00","00",205
"206","Funciona","POINT (-46.8105560005293 -22.7016670005712)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," HARMONIA                                                    "," ASSINADO"," 200"," "," FAR"," "," "," RUA LUIZ FRANCISCO DOS SANTOS - BAIRRO DOS FEIXOS           "," "," "," AMPARO"," 3501905"," ESP"," 36762503"," 05/03/2012 00","00",206
"207","Funciona","POINT (-47.134722000541 -22.2886110005787)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL JARDIM PRIMAVERA                     "," ASSINADO"," 224"," "," FAR"," "," "," RUA TEREZA GEORGETE TORRES                                  "," "," "," MOGI GUAÇU"," 3530706"," ESP"," 37764994"," 15/05/2012 00","00",207
"208","Funciona","POINT (-47.5022222222222 -23.4541666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL PARQUE DAS ARVORES"," "," 320"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," ESTRADA DO DINORAH 200 - BAIRRO DOS RECREIOS"," "," "," SOROCABA"," "," SOROCABA"," 3552205"," UR SOROCABA"," 0264364-66"," 15/01/2010 00","00",208
"209","Funciona","POINT (-46.9213888888889 -23.1380555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL VIDEIRAS"," "," 352"," APARTAMENTO"," FAR"," RUA PROF JOAO PEREIRA DE GODOY S/S CORRUPIRA"," "," "," JUNDIAI"," "," JUNDIAÍ"," 3525904"," AU JUNDIAÍ"," 0307928-02"," 29/12/2009 00","00",209
"210","Funciona","POINT (-47.6058330005128 -22.4038890005425)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL BOM RETIRO                                      "," ASSINADO"," 216"," "," FAR"," "," "," RIO CLARO                                                   "," "," "," RIO CLARO"," 3543907"," ESP"," 37573506"," 03/05/2012 00","00",210
"211","Funciona","POINT (-47.5930560005145 -22.3855560005445)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL AROEIRA                              "," ASSINADO"," 96"," "," FAR"," "," "," AV 68JCA E 70JCA X RUA 5 E 6                                "," "," "," RIO CLARO"," 3543907"," ESP"," 37653271"," 30/03/2012 00","00",211
"212","Funciona","POINT (-47.593611000515 -22.377500000545)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDIM BOA VISTA II                                         "," ASSINADO"," 182"," "," FAR"," "," "," AVENIDA JACUTINGA                                           "," "," "," RIO CLARO"," 3543907"," ESP"," 37590674"," 30/03/2012 00","00",212
"213","Funciona","POINT (-46.7875 -24.1552777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES.DAS ARVORES - COND. DOS EUCALIPTOS"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 34 X RUA Q, S/N - Q18 - LOT GUAPURA - ITANHAEM/SP"," "," "," LOT GUAPURA - ITANHAEM/SP"," "," ITANHAÉM"," 3522109"," RMBS"," 0294075-96"," 04/11/2009 00","00",213
"214","Funciona","POINT (-46.7875 -24.1547222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES.DAS ARVORES - COND. DAS ARAUCARIAS"," "," 56"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA Q - ENTRE RUAS 33 E 38 - Q19 - LOT GUAPURA - ITANHAEM/SP"," "," "," LOT GUAPURA - ITANHAEM/SP"," "," ITANHAÉM"," 3522109"," RMBS"," 0294076-09"," 04/11/2009 00","00",214
"215","Funciona","POINT (-46.7880555555556 -24.155)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES. DAS ARVORES - COND. DOS PINHEIROS"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 33 X RUA R, S/N - Q21 - LOT GUAPURA - ITANHAEM/SP"," "," "," LOT GUAPURA - ITANHAEM/SP"," "," ITANHAÉM"," 3522109"," RMBS"," 0294077-13"," 04/11/2009 00","00",215
"216","Funciona","POINT (-46.7883333333333 -24.1544444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS FLORES-CONDOMINIO DAS TULIPAS"," "," 104"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 30, 33 E RUA O - QUADRA 23"," "," "," ITANHAEM"," "," ITANHAÉM"," 3522109"," RMBS"," 0334999-28"," 27/08/2010 00","00",216
"217","Funciona","POINT (-46.7888888888889 -24.1544444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS FLORES-CONDOMINIO DAS MAGNOLIAS"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 29, 30 , M E N -QUADRA 27"," "," "," ITANHAEM/SP"," "," ITANHAÉM"," 3522109"," RMBS"," 0335001-99"," 27/08/2010 00","00",217
"218","Funciona","POINT (-46.7894444444444 -24.1536111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS FLORES - CONDOMINIO DOS HIBISCOS"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 24,28, M E N - QUADRA 32"," "," "," ITANHAEM"," "," ITANHAÉM"," 3522109"," RMBS"," 33500202"," 27/08/2010 00","00",218
"219","Funciona","POINT (-46.79 -24.1533333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS FLORES - CONDOMINIO DOS CRISANTEMOS"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 23,24 , M E N - QUADRA 36"," "," "," ITANHAEM"," "," ITANHAÉM"," 3522109"," RMBS"," 33500316"," 27/08/2010 00","00",219
"220","Funciona","POINT (-46.7894444444444 -24.1525)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS FLORES -CONDOMINO DAS MARGARIDAS"," "," 40"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 22,27 E M - QUADRA 37"," "," "," ITANHAEM"," "," ITANHAÉM"," 3522109"," RMBS"," 33500420"," 27/08/2010 00","00",220
"221","Funciona","POINT (-46.79 -24.1527777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS FLORES-CONDOMINIO DOS GIRASSOIS"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 22,23, M E N - QUADRA 39"," "," "," ITANHAEM/SP"," "," ITANHAÉM"," 3522109"," RMBS"," 33500535"," 27/08/2010 00","00",221
"222","Funciona","POINT (-46.7886111111111 -24.1533333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS FLORES- CONDOMINIO DAS ROSAS"," "," 40"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 27,30 E M - QDA 30"," "," "," ITANHAEM"," "," ITANHAÉM"," 3522109"," RMBS"," 0335006-49"," 27/08/2010 00","00",222
"223","Funciona","POINT (-46.7891666666667 -24.1538888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAS DAS FLORES - CONDOMINIO DAS AZALEIAS"," "," 112"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA 28,29 , M E N - QUADRA 29"," "," "," ITANHAEM/SP"," "," ITANHAÉM"," 3522109"," RMBS"," 0335007-54"," 27/08/2010 00","00",223
"224","Funciona","POINT (-47.1775 -22.8794444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL BERTIOGA"," "," 300"," APARTAMENTO"," FAR"," PROLONGAMENTO DA RUA ANTONIA LUIZA DE JESUS"," "," "," JD NOVO ANGULO"," "," HORTOLÂNDIA"," 3519071"," RMC"," 0300021-90"," 07/10/2011 00","00",224
"225","Funciona","POINT (-48.1402777777778 -21.83)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL OITIS"," "," 256"," APARTAMENTO"," FAR"," AV PEDRO JOSE LAROCA"," "," "," IGUATEMI"," "," ARARAQUARA"," 3503208"," ESP"," 0310727-37"," 31/03/2010 00","00",225
"226","Funciona","POINT (-46.4838890004619 -23.9913890005034)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES. SAO VICENTE 2                                          "," ASSINADO"," 380"," "," FAR"," "," "," RUS ANTONIO VICTOR LOPES , S/N                              "," "," "," SÃO VICENTE"," 3551009"," RMBS"," 33878208"," 29/12/2011 00","00",226
"227","Funciona","POINT (-46.3038890004944 -23.603056000541)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL NOVA AMERICA II                                 "," ASSINADO"," 80"," "," FAR"," "," "," RUA 10 (DEZ) - LOTES 1 A 17 - QUADRA M                      "," "," "," SUZANO"," 3552502"," RMSP"," 36178399"," 16/03/2012 00","00",227
"228","Funciona","POINT (-47.4155560005081 -22.6141670005403)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL LIMEIRA                              "," ASSINADO"," 448"," "," FAR"," "," "," ESTRADA DA SERVIDAO, SITIO STA ANTONIO                      "," "," "," LIMEIRA"," 3526902"," ESP"," 30113708"," 30/03/2010 00","00",228
"229","Funciona","POINT (-47.7651627586653 -22.6776166263372)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PIRACICABA                                                  "," ASSINADO"," 1616"," "," FAR"," ESTRADA PIRACICABA 1"," "," ESTRADA PIRACICABA - BOTUCATU, KM 7                         "," "," "," PIRACICABA"," 3538709"," ESP"," 38433765"," 27/12/2013 00","00",229
"230","Funciona","POINT (-47.5708333333333 -20.9083333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL IMIRIM"," "," 384"," APARTAMENTO"," FAR"," AV DOS PUPINS SN"," "," "," BATATAIS"," "," BATATAIS"," 3505906"," ESP"," 0328757-81"," 30/12/2010 00","00",230
"231","Funciona","POINT (-48.8116666666667 -21.7616666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL IBITINGA III___________________"," "," 216"," VILLAGE/CASA SOBREPOSTA CONDOMINIO"," FAR"," RUA PUREZA SIMOES CALDAS - CENTRO - IBITINGA-SP"," "," "," CENTRO - IBITINGA - SP"," "," IBITINGA"," 3519600"," ESP"," 0318587-13"," 26/08/2010 00","00",231
"232","Funciona","POINT (-46.3038890004944 -23.603056000541)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL NOVA AMERICA I                                  "," ASSINADO"," 200"," "," FAR"," "," "," RUA 10 (DEZ) - QUADRA L (LOTES 1 A 36)                      "," "," "," SUZANO"," 3552502"," RMSP"," 36178171"," 16/03/2012 00","00",232
"233","Funciona","POINT (-46.4408330004921 -23.5461110005366)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CACAPAVA, CONJ. HABITACIONAL                                "," ASSINADO"," 50"," "," FAR"," "," "," RUA ISIDORO LARA X RUA RIO IMBURANA, QD62, LOTE7 - ITAQUERA "," "," "," SÃO PAULO"," 3550308"," RMSP"," 38457442"," 25/05/2012 00","00",233
"234","Funciona","POINT (-46.4327780004921 -23.5522220005367)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SAO SEBASTIAO, CONDOMINIO                                   "," ASSINADO"," 156"," "," FAR"," "," "," RUA FREI ANTONIO FAGGIANO X RUA FRANCESCO CELEGARI          "," "," "," SÃO PAULO"," 3550308"," RMSP"," 38360821"," 31/05/2012 00","00",234
"235","Funciona","POINT (-46.7936110004681 -23.6808330005062)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," ARARAQUARA, CONDOMINIO                                      "," ASSINADO"," 160"," "," FAR"," "," "," RUA GINGADINHO X R TAJAL, QD 4, LT 2                        "," "," "," SÃO PAULO"," 3550308"," RMSP"," 36515038"," 31/05/2012 00","00",235
"236","Funciona","POINT (-46.7916670004682 -23.6800000005063)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," ITARIRI, CONDOMINIO                                         "," ASSINADO"," 60"," "," FAR"," "," "," RUA AVIADORA ANESIA PINHEIRO MACHADO, QD 6, LTS 01 AO 38    "," "," "," SÃO PAULO"," 3550308"," RMSP"," 36513204"," 31/05/2012 00","00",236
"237","Funciona","POINT (-46.7905560004682 -23.6808330005064)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PERUIBE, CONDOMINIO                                         "," ASSINADO"," 40"," "," FAR"," "," "," RUA AVIADORA ANESIA PINHEIRO MACHADO, QD 7, LT 01 A 28      "," "," "," SÃO PAULO"," 3550308"," RMSP"," 36513756"," 31/05/2012 00","00",237
"238","Funciona","POINT (-46.8135685831491 -23.6684552702469)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SAO MARCOS - BAVIERA, CONJUNTO HABITACIONAL                 "," ASSINADO"," 224"," "," FAR - Urbanização"," RUA BAVIERA  1524"," "," RUA BAVIERA, 1524/1564                                      "," "," "," EMBU"," 3515004"," RMSP"," 35598950"," 29/05/2013 00","00",238
"239","Funciona","POINT (-46.1946517786691 -23.5711821990938)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," MOGI DAS CRUZES - BAMBU, QUADRADO E TRIANGULO               "," ASSINADO"," 1240"," "," FAR"," AVENIDA KAORU HIRAMATSU  1"," "," AV KAORU HIRAMATSU, S/N                                     "," "," "," MOGI DAS CRUZES"," 3530607"," RMSP"," 38103112"," 21/01/2013 00","00",239
"240","Funciona","POINT (-46.4432477974671 -23.4046318094699)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PORTAL FLORA, CONJ. HAB.                                    "," ASSINADO"," 1500"," "," FAR"," RUA TENRI 1"," "," RUA TENRI S/N                                               "," "," "," GUARULHOS"," 3518800"," RMSP"," 38361178"," 21/12/2012 00","00",240
"241","Funciona","POINT (-46.407156580353 -23.4399774399557)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," DUNAS, RESIDENCIAL                                          "," ASSINADO"," 440"," "," FAR"," ESTRADA DA CAMINHO VELHO  1"," "," ESTRADA DO CAMINHO VELHO                                    "," "," "," GUARULHOS"," 3518800"," RMSP"," 38575895"," 27/06/2013 00","00",241
"242","Funciona","POINT (-46.407156580353 -23.4399774399557)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL BRISAS                                          "," ASSINADO"," 280"," "," FAR"," ESTRADA DO CAMINHO VELHO  1"," "," ESTRADA DO CAMINHO VELHO, S/N                               "," "," "," GUARULHOS"," 3518800"," RMSP"," 38575125"," 27/06/2013 00","00",242
"243","Funciona","POINT (-46.407156580353 -23.4399774399557)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," ALTA VISTA, RESIDENCIAL                                     "," ASSINADO"," 240"," "," FAR"," ESTRADA DA CAMINHO VELHO  1"," "," ESTRADA DA CAMINHO VELHO, LOTE 8                            "," "," "," GUARULHOS"," 3518800"," RMSP"," 38575677"," 27/06/2013 00","00",243
"244","Funciona","POINT (-46.4976700808899 -23.6494425983936)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," GUARATINGUETA - CONDOMINIO 01                               "," ASSINADO"," 300"," "," FAR"," AVENIDA GUARATINGUETA  851"," "," AV GUARATINGUETA, 851 - JD. ALZIRA FRANCO                   "," "," "," SANTO ANDRÉ"," 3547809"," RMSP"," 34157888"," 16/04/2014 00","00",244
"245","Funciona","POINT (-49.1027777777778 -22.3461111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL SAO JOAO DO IPIRANGA"," "," 38"," CASA/LOTEAMENTO"," FAR"," RUA RODOLFINA DIAS DOMINGUES QUART 10"," "," "," VILA SAO JOAO DO IPIRANGA - BAURU/SP"," "," BAURU"," 3506003"," ESP"," 0320669-47"," 31/05/2010 00","00",245
"246","Funciona","POINT (-49.0613888888889 -22.2802777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM IVONE"," "," 132"," CASA/LOTEAMENTO"," FAR"," RUA PEDRO SANTOS SILVA S/N - BAURU-SP"," "," "," JD IVONE - BAURU-SP"," "," BAURU"," 3506003"," ESP"," 0320670-76"," 31/05/2010 00","00",246
"247","Funciona","POINT (-46.497178380162 -23.6488731988855)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," GUARATINGUETA - CONDOMINIO 02                               "," ASSINADO"," 200"," "," FAR"," AVENIDA GUARATINGUETA  931"," "," AVENIDA GUARATINGUETA, 931 - JD. ALZIRA FRANCO              "," "," "," SANTO ANDRÉ"," 3547809"," RMSP"," 36812244"," 31/03/2014 00","00",247
"248","Funciona","POINT (-47.5055555555556 -23.4536111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ALTO DE IPANEMA I"," "," 480"," APARTAMENTO"," FAR"," AV. COMENDADOR GENESIO RODRIGUES - CAGUASSU"," "," "," SOROCABA"," "," SOROCABA"," 3552205"," UR SOROCABA"," 0294679-97"," 30/04/2010 00","00",248
"249","Funciona","POINT (-50.4327777777778 -22.6838888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL COLINAS"," "," 324"," CASA/LOTEAMENTO"," FAR"," AV RAMAO CUENCAS BORREGO"," "," "," PARK RESIDENCIAL COLINAS"," "," ASSIS"," 3504008"," ESP"," 0307716-41"," 30/12/2009 00","00",249
"250","Funciona","POINT (-51.3805555555556 -22.0830555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TAPAJOS"," "," 227"," CASA/CONDOMINIO"," FAR"," RODOVIA RAIMUNDO MAIOLINI"," "," "," PROXIMO CONJ HAB BRASIL NOVO"," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 0338689-64"," 23/09/2011 00","00",250
"251","Funciona","POINT (-51.3797222222222 -22.0802777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL BELA VISTA I"," "," 162"," CASA/CONDOMINIO"," FAR"," RODOVIA RAIMUNDO MAIOLINI KM 6"," "," "," PRESIDENTE PRUDENTE"," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 0361924-99"," 15/12/2011 00","00",251
